AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
SK;658;CPH;CR9;49;04.02.2016 10:05;1;04.02.2016 10:08;04.02.2016 10:03;56;;0;J;88;;;;;;
AF;1408;CDG;E70;67;04.02.2016 10:05;1;04.02.2016 10:05;04.02.2016 10:08;14*;20;1;J;76;04.02.2016 10:19;04.02.2016 10:21;10;12;2;Mixed First + Eco-Bag
BA;918;LHR;320;56;04.02.2016 10:05;0;04.02.2016 10:03;04.02.2016 10:07;16;32;1;J;168;04.02.2016 10:19;04.02.2016 10:21;12;14;2;
EW;4905;MXP;CR9;69;04.02.2016 10:10;1;04.02.2016 10:11;04.02.2016 10:15;63D;11;1;J;90;04.02.2016 10:27;04.02.2016 10:28;13;13;0;
4U;2759;VIE;319;97;04.02.2016 10:15;1;04.02.2016 10:10;04.02.2016 10:15;44;11;1;J;144;04.02.2016 10:24;04.02.2016 10:25;9;11;2;
LX;1176;ZRH;AR1;39;04.02.2016 10:20;1;04.02.2016 10:21;04.02.2016 10:24;45;10;1;J;97;04.02.2016 10:32;04.02.2016 10:34;8;11;3;
EZY;8524;LGW;320;118;04.02.2016 10:20;0;04.02.2016 10:28;04.02.2016 10:17;24;;0;J;180;;;;;;
TK;1701;IST;32B;81;04.02.2016 10:25;0;04.02.2016 10:34;04.02.2016 10:37;30;31;1;J;180;04.02.2016 10:50;04.02.2016 11:02;13;25;12;
AB;8798;CTA;320;180;04.02.2016 10:30;1;04.02.2016 10:49;04.02.2016 10:38;12;;0;J;180;;;;;;
LH;128;FRA;733;84;04.02.2016 10:30;1;04.02.2016 10:47;04.02.2016 10:51;11;11;1;J;139;04.02.2016 10:57;04.02.2016 11:04;6;12;6;
OS;178;VIE;E95;56;04.02.2016 10:35;1;04.02.2016 10:39;04.02.2016 10:30;46;;0;J;120;;;;;;
BE;7122;BHX;E75;51;04.02.2016 10:40;0;04.02.2016 10:45;04.02.2016 10:30;09*;;0;J;88;;;;;;
BA;917;LHR;320;88;04.02.2016 10:45;0;04.02.2016 10:58;04.02.2016 10:43;16;;0;J;168;;;;;;
AF;1409;CDG;E70;67;04.02.2016 10:50;1;04.02.2016 11:04;04.02.2016 10:51;14;;0;J;76;;;;;;
AB;6537;TXL;320;122;04.02.2016 10:50;1;04.02.2016 10:31;04.02.2016 10:35;17;10;1;J;180;04.02.2016 10:50;04.02.2016 10:51;15;16;1;
AB;6540;TXL;73W;109;04.02.2016 10:55;1;04.02.2016 11:00;04.02.2016 10:48;13;;0;J;144;;;;;;
SU;2336;SVO;320;78;04.02.2016 10:55;0;04.02.2016 10:43;04.02.2016 10:50;15;32;1;J;140;04.02.2016 11:03;04.02.2016 11:08;13;17;4;
LX;1177;ZRH;AR1;62;04.02.2016 11:00;1;04.02.2016 11:20;04.02.2016 11:14;45;;0;J;97;;;;;;
LH;133;FRA;733;57;04.02.2016 11:05;1;04.02.2016 11:28;04.02.2016 11:17;11;;0;J;139;;;;;;
AB;8778;VCE;DH4;63;04.02.2016 11:10;1;04.02.2016 11:26;04.02.2016 11:21;62D;;0;J;76;;;;;;
4U;2463;LHR;319;55;04.02.2016 11:20;0;04.02.2016 11:29;04.02.2016 11:33;10*;31;1;J;150;04.02.2016 11:40;04.02.2016 11:42;7;9;2;
TK;1702;IST;32B;152;04.02.2016 11:20;0;04.02.2016 11:42;04.02.2016 11:30;30;;0;J;180;;;;;;
KL;1869;AMS;E90;92;04.02.2016 11:25;1;04.02.2016 11:18;04.02.2016 11:21;14;30;1;J;100;04.02.2016 11:34;04.02.2016 11:41;13;20;7;
TK;1743;SAW;73H;69;04.02.2016 11:35;0;04.02.2016 11:22;04.02.2016 11:29;09*;10;1;J;165;04.02.2016 11:41;04.02.2016 11:47;12;19;7;
4U;8002;TXL;319;80;04.02.2016 11:40;1;04.02.2016 11:24;04.02.2016 11:28;11;11;1;J;144;04.02.2016 11:35;04.02.2016 11:35;7;7;0;
AB;7688;PMI;320;178;04.02.2016 11:40;1;04.02.2016 11:40;04.02.2016 11:30;17;;0;J;180;;;;;;
DE;1574;FNC;320;165;04.02.2016 12:00;1;04.02.2016 12:09;04.02.2016 11:57;31;;0;J;180;;;;;;
SU;2337;SVO;320;108;04.02.2016 12:05;0;04.02.2016 12:14;04.02.2016 12:01;15;;0;J;140;;;;;;
KL;1870;AMS;E90;90;04.02.2016 12:10;1;04.02.2016 12:10;04.02.2016 12:00;14;;0;J;100;;;;;;
4U;2683;SKG;319;132;04.02.2016 12:10;1;04.02.2016 12:34;04.02.2016 12:38;46;20;1;J;144;04.02.2016 12:48;04.02.2016 12:57;10;19;9;
4U;8003;TXL;319;91;04.02.2016 12:15;1;04.02.2016 12:22;04.02.2016 12:12;11;;0;J;144;;;;;;
X3;2174;FUE;73H;186;04.02.2016 12:20;1;04.02.2016 12:38;04.02.2016 12:27;18;;0;J;189;;;;;;
LH;2146;MUC;CR9;46;04.02.2016 12:25;1;04.02.2016 12:28;04.02.2016 12:31;17;11;1;J;90;04.02.2016 12:41;04.02.2016 12:43;10;12;2;
4U;2460;LHR;319;68;04.02.2016 12:25;0;04.02.2016 12:36;04.02.2016 12:24;44;;0;J;144;;;;;;
TK;1744;SAW;73H;150;04.02.2016 12:35;0;04.02.2016 12:41;04.02.2016 12:25;09*;;0;J;165;;;;;;
LH;2147;MUC;CR9;70;04.02.2016 13:00;1;04.02.2016 13:12;04.02.2016 13:00;17;;0;J;90;;;;;;
PC;321;SAW;73H;94;04.02.2016 13:05;0;04.02.2016 13:05;04.02.2016 13:09;15;32;1;J;189;04.02.2016 13:21;04.02.2016 13:35;11;26;15;
8Q;495;IST;320;48;04.02.2016 13:15;0;04.02.2016 13:10;04.02.2016 13:15;18;40;1;J;180;04.02.2016 13:26;04.02.2016 13:35;11;20;9;
LX;1168;ZRH;AR1;51;04.02.2016 13:25;1;04.02.2016 13:24;04.02.2016 13:28;13;31;1;J;97;04.02.2016 13:36;04.02.2016 13:37;8;9;1;
TK;1703;IST;320;59;04.02.2016 13:45;0;04.02.2016 13:34;04.02.2016 13:39;09*;10;1;J;159;04.02.2016 13:47;04.02.2016 13:58;8;19;11;
PC;322;SAW;73H;182;04.02.2016 13:45;0;04.02.2016 14:05;04.02.2016 13:52;15;;0;J;189;;;;;;
XQ;972;ADB;73H;114;04.02.2016 13:50;0;04.02.2016 13:29;04.02.2016 13:32;17;41;1;J;189;04.02.2016 13:44;04.02.2016 13:57;11;24;13;
8Q;496;IST;320;147;04.02.2016 13:55;0;04.02.2016 14:42;04.02.2016 14:29;18;;0;J;180;;;;;;
LH;130;FRA;733;72;04.02.2016 13:55;1;04.02.2016 14:00;04.02.2016 14:03;11;11;1;J;139;04.02.2016 14:15;04.02.2016 14:19;11;16;5;
AB;6545;TXL;DH4;51;04.02.2016 14:10;1;04.02.2016 14:03;04.02.2016 14:10;44;30;1;J;76;04.02.2016 14:17;04.02.2016 14:18;7;8;1;
AF;1508;CDG;E70;60;04.02.2016 14:20;1;04.02.2016 14:07;04.02.2016 14:11;14*;20;1;J;76;04.02.2016 14:21;04.02.2016 14:24;10;13;3;
AB;8779;VCE;DH4;41;04.02.2016 14:20;1;04.02.2016 14:25;04.02.2016 14:31;45;31;1;J;76;04.02.2016 14:40;04.02.2016 14:41;9;10;1;
LH;135;FRA;733;78;04.02.2016 14:30;1;04.02.2016 14:41;04.02.2016 14:32;11;;0;J;139;;;;;;
4U;2754;VIE;319;74;04.02.2016 14:40;1;04.02.2016 14:45;04.02.2016 14:38;43;;0;J;144;;;;;;
XQ;973;ADB;73H;185;04.02.2016 14:40;0;04.02.2016 14:39;04.02.2016 14:29;17;;0;J;189;;;;;;
4U;2004;TXL;319;58;04.02.2016 14:45;1;04.02.2016 14:50;04.02.2016 14:43;10;;0;J;150;;;;;;
TK;1704;IST;320;128;04.02.2016 14:45;0;04.02.2016 15:09;04.02.2016 14:55;09*;;0;J;159;;;;;;
AB;6548;TXL;DH4;72;04.02.2016 14:55;1;04.02.2016 15:21;04.02.2016 15:16;44;;0;J;76;;;;;;
LX;1169;ZRH;AR1;45;04.02.2016 15:00;1;04.02.2016 15:07;04.02.2016 14:54;13;;0;J;97;;;;;;
AF;1509;CDG;E70;61;04.02.2016 15:00;1;04.02.2016 14:59;04.02.2016 14:49;14;;0;J;76;;;;;;
FR;3246;MAN;73H;160;04.02.2016 15:10;0;04.02.2016 14:55;04.02.2016 14:59;15*;32;1;J;189;04.02.2016 15:10;04.02.2016 15:16;11;18;7;
EW;4996;BRU;CR9;35;04.02.2016 15:15;1;04.02.2016 15:25;04.02.2016 15:18;63D;;0;J;90;;;;;;
AB;6612;HAJ;DH4;69;04.02.2016 15:15;1;04.02.2016 15:17;04.02.2016 15:12;45;;0;J;76;;;;;;
4U;2040;HAM;319;123;04.02.2016 15:20;1;04.02.2016 15:26;04.02.2016 15:20;40;;0;J;144;;;;;;
4U;2032;BRE;319;85;04.02.2016 15:25;1;04.02.2016 15:28;04.02.2016 15:22;42;;0;J;144;;;;;;
4U;2072;LEJ;319;60;04.02.2016 15:30;1;04.02.2016 15:31;04.02.2016 15:25;46;;0;J;144;;;;;;
FR;3247;MAN;73H;159;04.02.2016 15:35;0;04.02.2016 15:46;04.02.2016 15:34;15*;;0;J;189;;;;;;
AB;6659;HAM;73W;107;04.02.2016 15:35;1;04.02.2016 15:22;04.02.2016 15:25;14;30;1;J;144;04.02.2016 15:33;04.02.2016 15:35;8;10;2;
AB;8799;CTA;320;99;04.02.2016 15:40;1;04.02.2016 15:43;04.02.2016 15:47;13;31;1;J;180;04.02.2016 16:03;04.02.2016 16:13;16;25;9;Verzögerung bei der Ausladung
4U;2000;TXL;319;81;04.02.2016 15:45;1;04.02.2016 15:48;04.02.2016 15:40;50;;0;J;144;;;;;;
4U;6903;CGN;319;0;04.02.2016 15:55;1;04.02.2016 15:52;04.02.2016 16:01;43;;1;P;0;;;;;;
4U;2050;HAJ;319;85;04.02.2016 16:05;1;04.02.2016 16:12;04.02.2016 16:05;41;;0;J;150;;;;;;
4U;2026;DRS;319;77;04.02.2016 16:05;1;04.02.2016 16:07;04.02.2016 15:56;19;;0;J;144;;;;;;
LH;2148;MUC;E95;59;04.02.2016 16:10;1;04.02.2016 16:08;04.02.2016 16:12;11;10;1;J;120;04.02.2016 16:26;04.02.2016 16:27;14;15;1;Fracht vor Gepäck ausgeladen
4U;6901;HAM;32A;;04.02.2016 16:10;1;;;CL;;1;P;0;;;;;;
4U;8004;TXL;319;60;04.02.2016 16:15;1;04.02.2016 16:00;04.02.2016 16:04;10;11;1;J;144;04.02.2016 16:10;04.02.2016 16:11;6;7;1;
AB;6660;HAM;73W;129;04.02.2016 16:25;1;04.02.2016 16:30;04.02.2016 16:20;14;;0;J;144;;;;;;
4U;2461;LHR;319;43;04.02.2016 16:30;0;04.02.2016 16:16;04.02.2016 16:19;45;32;1;J;144;04.02.2016 16:28;04.02.2016 16:29;9;11;2;
OS;183;VIE;100;28;04.02.2016 16:40;1;04.02.2016 16:32;04.02.2016 16:36;14;30;1;J;100;04.02.2016 16:42;04.02.2016 16:44;6;9;3;
4U;7042;HAM;319;87;04.02.2016 16:45;1;04.02.2016 16:21;04.02.2016 16:25;12;11;1;J;150;04.02.2016 16:31;04.02.2016 16:32;6;7;1;
AB;6552;TXL;320;83;04.02.2016 16:45;1;04.02.2016 16:48;04.02.2016 16:36;13;;0;J;180;;;;;;
LH;2149;MUC;E95;86;04.02.2016 16:50;1;04.02.2016 16:54;04.02.2016 16:42;11;;0;J;120;;;;;;
4U;8005;TXL;319;85;04.02.2016 16:50;1;04.02.2016 16:59;04.02.2016 16:48;10;;0;J;144;;;;;;
AB;6842;DUS;DH4;56;04.02.2016 16:55;1;04.02.2016 16:49;04.02.2016 16:54;50;31;1;J;76;04.02.2016 17:02;04.02.2016 17:03;8;9;1;
4U;2464;LHR;319;54;04.02.2016 17:05;0;04.02.2016 17:08;04.02.2016 17:05;55;;0;J;144;;;;;;
4U;2520;BCN;319;129;04.02.2016 17:10;1;04.02.2016 17:30;04.02.2016 17:22;43;;0;J;150;;;;;;
SK;1655;CPH;CR9;67;04.02.2016 17:15;1;04.02.2016 17:06;04.02.2016 17:09;17;30;1;J;88;04.02.2016 17:19;04.02.2016 17:20;10;11;1;
4U;7043;HAM;319;112;04.02.2016 17:20;1;04.02.2016 17:24;04.02.2016 17:11;12;;0;J;150;;;;;;
4U;2180;AMS;319;122;04.02.2016 17:30;1;04.02.2016 17:31;04.02.2016 17:22;45;;0;J;144;;;;;;
AB;6845;DUS;DH4;67;04.02.2016 17:35;1;04.02.2016 17:40;04.02.2016 17:34;50;;0;J;76;;;;;;
LH;132;FRA;319;64;04.02.2016 17:40;1;04.02.2016 17:55;04.02.2016 17:59;11*;11;1;J;138;04.02.2016 18:11;04.02.2016 18:14;12;15;3;
EZY;2571;MXP;319;93;04.02.2016 17:40;1;04.02.2016 17:29;04.02.2016 17:33;19;32;1;J;156;04.02.2016 17:40;04.02.2016 17:41;7;8;1;
SK;1656;CPH;CR9;81;04.02.2016 17:45;1;04.02.2016 17:57;04.02.2016 17:46;17;;0;J;88;;;;;;
KL;1875;AMS;E90;82;04.02.2016 17:45;1;04.02.2016 17:27;04.02.2016 17:29;18;31;1;J;100;04.02.2016 17:40;04.02.2016 17:43;11;14;3;
4U;2755;VIE;319;87;04.02.2016 17:50;1;04.02.2016 17:35;04.02.2016 17:39;41;10;1;J;144;04.02.2016 17:48;04.02.2016 17:49;9;11;2;
OS;184;VIE;100;48;04.02.2016 17:50;1;04.02.2016 17:50;04.02.2016 17:38;14;;0;J;100;;;;;;
4U;2005;TXL;319;52;04.02.2016 17:50;1;04.02.2016 17:20;04.02.2016 17:24;12;11;1;J;150;04.02.2016 17:30;04.02.2016 17:31;6;7;1;
TK;1705;IST;32B;63;04.02.2016 17:55;0;04.02.2016 18:10;04.02.2016 18:16;9;10;1;J;180;04.02.2016 18:24;04.02.2016 18:40;8;24;16;Verzögerung beim Gepäcktransport
4U;2018;SXF;320;116;04.02.2016 18:00;1;04.02.2016 18:05;04.02.2016 17:54;75;;0;J;174;;;;;;
EW;4997;BRU;CR9;54;04.02.2016 18:00;1;04.02.2016 17:46;04.02.2016 17:49;51;20;1;J;90;04.02.2016 18:00;04.02.2016 18:01;12;12;0;
AB;6613;HAJ;DH4;51;04.02.2016 18:05;1;04.02.2016 17:42;04.02.2016 17:45;50;31;1;J;76;04.02.2016 17:59;04.02.2016 18:00;15;15;0;
4U;2073;LEJ;319;83;04.02.2016 18:05;1;04.02.2016 17:44;04.02.2016 17:47;10;10;1;J;144;04.02.2016 17:54;04.02.2016 17:55;7;8;1;
4U;2033;BRE;319;99;04.02.2016 18:10;1;04.02.2016 17:47;04.02.2016 17:52;45;11;1;J;144;04.02.2016 18:01;04.02.2016 18:02;10;11;1;
EZY;2572;MXP;319;110;04.02.2016 18:10;1;04.02.2016 18:23;04.02.2016 18:06;19;;0;J;156;;;;;;
LX;1174;ZRH;E90;71;04.02.2016 18:15;1;04.02.2016 18:13;04.02.2016 18:17;55;30;1;J;112;04.02.2016 18:35;04.02.2016 18:39;18;22;4;
AF;1808;CDG;E90;61;04.02.2016 18:15;1;04.02.2016 18:17;04.02.2016 18:22;14*;20;1;J;100;04.02.2016 18:33;04.02.2016 18:35;11;12;1;
AB;6662;HAM;321;195;04.02.2016 18:20;1;04.02.2016 18:32;04.02.2016 18:19;34;;0;J;210;;;;;;
AB;6553;TXL;32A;117;04.02.2016 18:20;1;04.02.2016 17:58;04.02.2016 18:02;13;32;1;J;180;04.02.2016 18:13;04.02.2016 18:15;10;12;2;
KL;1876;AMS;E90;90;04.02.2016 18:20;1;04.02.2016 18:40;04.02.2016 18:28;18;;0;J;100;;;;;;
I2;3664;MAD;320;108;04.02.2016 18:25;1;04.02.2016 18:19;04.02.2016 18:24;40;30;1;J;177;04.02.2016 18:47;04.02.2016 18:56;23;32;9;Verzögerung bei der Ausladung
4U;2041;HAM;319;62;04.02.2016 18:25;1;04.02.2016 18:15;04.02.2016 18:20;42;11;1;J;144;04.02.2016 18:39;04.02.2016 18:40;20;21;1;
PC;325;SAW;73H;90;04.02.2016 18:25;0;04.02.2016 18:03;04.02.2016 18:09;52;32;1;J;189;04.02.2016 18:23;04.02.2016 18:27;14;18;4;
4U;2051;HAJ;319;70;04.02.2016 18:35;1;04.02.2016 18:27;04.02.2016 18:32;43;10;1;J;150;04.02.2016 18:41;04.02.2016 18:41;9;10;1;Verzögerung bei der Ausladung
EW;4998;BRU;CR9;64;04.02.2016 18:35;1;04.02.2016 18:46;04.02.2016 18:38;51;;0;J;90;;;;;;
4U;2027;DRS;319;73;04.02.2016 18:40;1;04.02.2016 18:21;04.02.2016 18:25;46;11;1;J;144;04.02.2016 18:39;04.02.2016 18:40;15;16;1;
BA;920;LHR;32A;64;04.02.2016 18:40;0;04.02.2016 18:29;04.02.2016 18:33;15;31;1;J;168;04.02.2016 18:42;04.02.2016 18:44;9;12;3;
AB;6614;HAJ;DH4;70;04.02.2016 18:40;1;04.02.2016 18:52;04.02.2016 18:44;50;;0;J;76;;;;;;
4U;2034;BRE;319;109;04.02.2016 18:40;1;04.02.2016 18:43;04.02.2016 18:32;41;;0;J;144;;;;;;
4U;2042;HAM;319;93;04.02.2016 18:40;1;04.02.2016 19:01;04.02.2016 18:35;12;;0;J;150;;;;;;
4U;2822;MXP;319;34;04.02.2016 18:45;1;04.02.2016 18:44;04.02.2016 18:36;45;;0;J;144;;;;;;
4U;2006;TXL;319;106;04.02.2016 18:45;1;04.02.2016 18:57;04.02.2016 18:40;10;;0;J;144;;;;;;
OS;187;VIE;321;75;04.02.2016 18:45;1;04.02.2016 18:34;04.02.2016 18:40;17;31;1;J;200;04.02.2016 18:49;04.02.2016 18:51;9;11;2;
4U;2001;TXL;319;43;04.02.2016 18:50;1;04.02.2016 18:39;04.02.2016 18:43;44;10;1;J;144;04.02.2016 18:53;04.02.2016 18:53;10;11;1;
IS;505;FMO;J32;1;04.02.2016 18:50;1;04.02.2016 18:24;04.02.2016 18:30;62D;11;1;J;19;04.02.2016 18:35;04.02.2016 18:36;6;6;0;
AF;1809;CDG;E90;80;04.02.2016 18:55;1;04.02.2016 19:13;04.02.2016 19:00;14;;0;J;100;;;;;;
TK;1706;IST;32B;141;04.02.2016 18:55;0;04.02.2016 19:16;04.02.2016 19:02;9;;0;J;180;;;;;;
DE;217;HRG;32B;168;04.02.2016 18:55;0;04.02.2016 18:36;04.02.2016 18:39;31;32;1;C;220;04.02.2016 18:57;04.02.2016 19:11;18;32;14;
I2;3665;MAD;320;135;04.02.2016 19:00;1;04.02.2016 19:12;04.02.2016 19:04;40;;0;J;177;;;;;;
4U;2756;VIE;319;92;04.02.2016 19:00;1;04.02.2016 19:03;04.02.2016 18:56;42;;0;J;144;;;;;;
A3;510;ATH SKG;320;122;04.02.2016 19:00;1;04.02.2016 18:41;04.02.2016 18:47;12*;20;1;J;174;04.02.2016 18:59;04.02.2016 19:14;12;26;14;Fracht vor Gepäck ausgeladen, Verzögerung bei der Ausladung
PC;326;SAW;73H;161;04.02.2016 19:05;0;04.02.2016 19:24;04.02.2016 19:17;52;;0;J;189;;;;;;
4U;3017;HAJ;319;118;04.02.2016 19:05;1;04.02.2016 19:15;04.02.2016 19:05;43;;0;J;150;;;;;;
AB;6556;TXL;32A;117;04.02.2016 19:05;1;04.02.2016 19:06;04.02.2016 18:55;13;;0;J;180;;;;;;
LH;137;FRA;319;119;04.02.2016 19:10;1;04.02.2016 19:18;04.02.2016 19:08;11*;;0;J;138;;;;;;
4U;2378;STN;319;81;04.02.2016 19:15;0;04.02.2016 20:14;04.02.2016 20:08;46;;0;J;144;;;;;;
TJT;47;LYS;SF3;7;04.02.2016 19:20;1;04.02.2016 21:02;04.02.2016 21:07;45;20;1;J;34;04.02.2016 21:12;04.02.2016 21:13;5;6;1;
IS;506;FMO;J32;11;04.02.2016 19:20;1;04.02.2016 19:22;04.02.2016 19:15;62D;;0;J;19;;;;;;
4U;2784;BUD;319;112;04.02.2016 19:25;1;04.02.2016 19:31;04.02.2016 19:20;44;;0;J;144;;;;;;
LX;1175;ZRH;E90;43;04.02.2016 19:25;1;04.02.2016 19:26;04.02.2016 19:18;55;;0;J;112;;;;;;
OS;188;VIE;321;98;04.02.2016 19:25;1;04.02.2016 19:29;04.02.2016 19:15;17;;0;J;200;;;;;;
AB;852;MUC;320;0;04.02.2016 19:30;1;04.02.2016 19:10;04.02.2016 19:05;56;;0;P;0;;;;;;
BE;7127;BHX;E75;64;04.02.2016 19:30;0;04.02.2016 19:20;04.02.2016 19:27;9;10;1;J;88;04.02.2016 19:36;04.02.2016 19:37;9;11;2;
AB;6663;HAM;73W;141;04.02.2016 19:35;1;04.02.2016 19:23;04.02.2016 19:27;14;30;1;J;144;04.02.2016 19:39;04.02.2016 19:41;12;14;2;
BA;919;LHR;32A;126;04.02.2016 19:35;0;04.02.2016 19:38;04.02.2016 19:26;15;;0;J;168;;;;;;
LH;2150;MUC;CR9;78;04.02.2016 19:40;1;04.02.2016 19:51;04.02.2016 19:55;18;11;1;J;90;04.02.2016 20:08;04.02.2016 20:09;13;14;1;
A3;511;SKG ATH;320;136;04.02.2016 19:45;1;04.02.2016 19:52;04.02.2016 19:39;12;;0;J;174;;;;;;
TJT;48;LYS;SF3;16;04.02.2016 19:50;1;04.02.2016 21:39;04.02.2016 21:32;45;;0;J;34;;;;;;
OS;245;GRZ;DH4;55;04.02.2016 19:50;1;04.02.2016 19:46;04.02.2016 19:53;62D;30;1;J;76;04.02.2016 20:03;04.02.2016 20:05;10;12;2;
4U;8006;TXL;319;93;04.02.2016 19:55;1;04.02.2016 19:40;04.02.2016 19:44;10;10;1;J;144;04.02.2016 19:50;04.02.2016 19:51;7;8;1;
EZY;8525;LGW;319;65;04.02.2016 20:00;0;04.02.2016 19:48;04.02.2016 19:54;19;32;1;J;156;04.02.2016 20:06;04.02.2016 20:07;11;13;2;
AB;6557;TXL;320;97;04.02.2016 20:00;1;04.02.2016 19:35;04.02.2016 19:38;13;31;1;J;180;04.02.2016 19:49;04.02.2016 19:51;11;13;2;
BE;7128;BHX;E75;71;04.02.2016 20:10;0;04.02.2016 20:27;04.02.2016 20:10;9;;0;J;88;;;;;;
4U;7048;HAM;319;66;04.02.2016 20:15;1;04.02.2016 19:57;04.02.2016 20:00;12;11;1;J;150;04.02.2016 20:07;04.02.2016 20:08;6;7;1;
LH;2151;MUC;CR9;65;04.02.2016 20:15;1;04.02.2016 20:32;04.02.2016 20:20;18;;0;J;90;;;;;;
AB;6664;HAM;73W;132;04.02.2016 20:15;1;04.02.2016 20:21;04.02.2016 20:10;14;;0;J;144;;;;;;
OS;246;GRZ;DH4;70;04.02.2016 20:25;1;04.02.2016 20:34;04.02.2016 20:27;62D;;0;J;76;;;;;;
AB;6846;DUS;DH4;60;04.02.2016 20:25;1;04.02.2016 20:17;04.02.2016 20:23;63D;30;1;J;76;04.02.2016 20:30;04.02.2016 20:31;7;8;1;
4U;8007;TXL;319;94;04.02.2016 20:30;1;04.02.2016 20:36;04.02.2016 20:20;10;;0;J;144;;;;;;
EZY;8526;LGW;319;107;04.02.2016 20:30;0;04.02.2016 20:42;04.02.2016 20:30;19;;0;J;156;;;;;;
AB;6560;TXL;320;157;04.02.2016 20:45;1;04.02.2016 20:50;04.02.2016 20:38;13;;0;J;180;;;;;;
4U;7049;HAM;319;115;04.02.2016 20:50;1;04.02.2016 21:04;04.02.2016 20:54;12;;0;J;150;;;;;;
4U;2181;AMS;319;87;04.02.2016 20:50;1;04.02.2016 20:30;04.02.2016 20:35;41;10;1;J;144;04.02.2016 20:43;04.02.2016 20:44;8;9;1;
4U;2019;SXF;320;82;04.02.2016 21:05;1;04.02.2016 20:43;04.02.2016 20:46;28;11;1;J;174;04.02.2016 20:55;04.02.2016 20:56;9;10;1;
4U;2465;LHR;319;103;04.02.2016 21:10;0;04.02.2016 20:57;04.02.2016 21:02;40;32;1;J;144;04.02.2016 21:13;04.02.2016 21:16;11;14;3;
AF;1608;CDG;E90;50;04.02.2016 21:15;1;04.02.2016 21:04;04.02.2016 21:08;14*;20;1;J;100;04.02.2016 21:21;04.02.2016 21:22;13;13;0;Verzögerung bei der Ausladung
AB;6559;TXL;320;142;04.02.2016 21:15;1;04.02.2016 21:00;04.02.2016 21:03;13;31;1;J;180;04.02.2016 21:13;04.02.2016 21:15;10;12;2;
4U;2823;MXP;319;53;04.02.2016 21:20;1;04.02.2016 21:15;04.02.2016 21:19;42;11;1;J;144;04.02.2016 21:26;04.02.2016 21:27;7;9;2;
EW;4999;BRU;CR9;44;04.02.2016 21:20;1;04.02.2016 21:09;04.02.2016 21:12;17;20;1;J;90;04.02.2016 21:17;04.02.2016 21:17;5;5;0;
4U;2035;BRE;319;72;04.02.2016 21:25;1;04.02.2016 21:07;04.02.2016 21:09;19;10;1;J;144;04.02.2016 21:16;04.02.2016 21:17;6;8;2;
AB;6615;HAJ;DH4;24;04.02.2016 21:30;1;04.02.2016 21:11;04.02.2016 21:17;61D;30;1;J;76;04.02.2016 21:21;04.02.2016 21:22;4;5;1;
AB;6665;HAM;321;120;04.02.2016 21:35;1;04.02.2016 21:17;04.02.2016 21:22;34;32;1;J;210;04.02.2016 21:31;04.02.2016 21:32;9;10;1;
4U;3016;HAJ;319;59;04.02.2016 21:35;1;04.02.2016 21:24;04.02.2016 21:28;50;11;1;J;150;04.02.2016 21:33;04.02.2016 21:35;6;7;1;
4U;2521;BCN;319;90;04.02.2016 21:35;1;04.02.2016 21:28;04.02.2016 21:32;60;10;1;J;150;04.02.2016 21:44;04.02.2016 21:52;13;21;8;
DE;1575;FNC;320;0;04.02.2016 21:40;1;04.02.2016 20:47;04.02.2016 20:51;35;;1;P;0;;;;;;
OS;179;VIE;319;88;04.02.2016 21:45;1;04.02.2016 21:35;04.02.2016 21:39;46;30;1;J;144;04.02.2016 21:47;04.02.2016 21:51;8;12;4;
4U;2043;HAM;319;56;04.02.2016 21:45;1;04.02.2016 21:30;04.02.2016 21:34;44;11;1;J;150;04.02.2016 21:41;04.02.2016 21:41;7;8;1;
TK;1709;IST;320;66;04.02.2016 21:50;0;04.02.2016 22:18;04.02.2016 22:23;9;10;1;J;159;04.02.2016 22:30;04.02.2016 22:40;6;16;10;
4U;2007;TXL;319;52;04.02.2016 21:50;1;04.02.2016 21:33;04.02.2016 21:36;43;11;1;J;144;04.02.2016 21:45;04.02.2016 21:46;9;10;1;
X3;2175;FUE;73H;166;04.02.2016 22:05;1;04.02.2016 21:49;04.02.2016 21:51;18;31;1;J;189;04.02.2016 22:00;04.02.2016 22:12;9;21;12;
BCS;4299;LEJ;ABY;0;04.02.2016 22:10;1;04.02.2016 22:21;04.02.2016 22:05;105;;0;F;0;;;;;;
4U;2757;VIE;319;92;04.02.2016 22:15;1;04.02.2016 21:56;04.02.2016 21:59;45;11;1;J;144;04.02.2016 22:05;04.02.2016 22:07;6;8;2;
LH;136;FRA;733;132;04.02.2016 22:25;1;04.02.2016 22:58;04.02.2016 23:01;11;10;1;J;139;04.02.2016 23:08;04.02.2016 23:14;7;12;5;
KL;1879;AMS;E90;72;04.02.2016 22:25;1;04.02.2016 22:26;04.02.2016 22:30;15;30;1;J;100;04.02.2016 22:38;04.02.2016 22:40;9;11;2;
AB;7689;PMI;320;108;04.02.2016 22:45;1;04.02.2016 22:31;04.02.2016 22:35;16;31;1;J;180;04.02.2016 22:43;04.02.2016 22:47;9;12;3;
