AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
4U;2379;STN;319;66;04.02.2016 22:50;0;04.02.2016 23:29;04.02.2016 23:33;29;10;1;J;144;04.02.2016 23:41;04.02.2016 23:42;8;9;1;
FX;7011;CDG;AT7;0;04.02.2016 22:50;1;04.02.2016 22:53;04.02.2016 22:43;203;;0;F;0;;;;;;
AB;6563;TXL;DH4;74;04.02.2016 22:50;1;04.02.2016 22:51;04.02.2016 22:54;62D;30;1;J;76;04.02.2016 23:03;04.02.2016 23:05;10;11;1;
4U;2785;BUD;319;103;04.02.2016 22:55;1;04.02.2016 22:29;04.02.2016 22:32;12;11;1;J;144;04.02.2016 22:41;04.02.2016 22:43;9;11;2;Verzögerung bei der Ausladung
X3;950;HAJ;73H;0;05.02.2016 00:00;1;05.02.2016 00:02;04.02.2016 23:56;18;;0;M;0;;;;;;
4U;3002;TXL;319;0;05.02.2016 00:15;1;05.02.2016 00:08;05.02.2016 00:01;19;;0;M;0;;;;;;
X3;949;HAJ;73H;0;05.02.2016 01:05;1;05.02.2016 00:55;05.02.2016 00:58;18;;1;M;0;;;;;;
4U;3001;TXL;319;0;05.02.2016 01:30;1;05.02.2016 01:10;05.02.2016 01:13;19;;1;M;0;;;;;;
FX;8014;CDG;AT4;0;05.02.2016 05:30;1;05.02.2016 05:17;05.02.2016 05:21;203;;1;F;0;;;;;;
X3;2168;LPA;73H;180;05.02.2016 05:50;1;05.02.2016 06:03;05.02.2016 05:50;18;;0;J;189;;;;;;
KL;1866;AMS;E90;98;05.02.2016 06:00;1;05.02.2016 06:06;05.02.2016 05:55;15;;0;J;100;;;;;;
FX;8014;KTW;AT4;0;05.02.2016 06:15;1;05.02.2016 06:22;05.02.2016 06:16;203;;0;F;0;;;;;;
BCS;4298;LEJ;ABY;0;05.02.2016 06:20;1;05.02.2016 06:00;05.02.2016 06:04;105;;1;F;0;;;;;;
4U;2030;BRE;319;98;05.02.2016 06:20;1;05.02.2016 06:32;05.02.2016 06:24;42;;0;J;144;;;;;;
AB;6530;TXL;DH4;58;05.02.2016 06:20;1;05.02.2016 06:20;05.02.2016 06:17;63D;;0;J;76;;;;;;
4U;6901;CGN;319;0;05.02.2016 06:30;1;05.02.2016 06:24;05.02.2016 06:13;60;;0;P;0;;;;;;
AB;6650;HAM;320;90;05.02.2016 06:30;1;05.02.2016 06:37;05.02.2016 06:25;13;;0;J;180;;;;;;
4U;2012;SXF;319;86;05.02.2016 06:35;1;05.02.2016 06:46;05.02.2016 06:33;10;;0;J;144;;;;;;
AB;6833;DUS;DH4;52;05.02.2016 06:40;1;05.02.2016 06:51;05.02.2016 06:44;62D;;0;J;76;;;;;;
4U;2044;HAM;319;89;05.02.2016 06:40;1;05.02.2016 06:47;05.02.2016 06:34;12;;0;J;144;;;;;;
4U;2024;DRS;319;57;05.02.2016 06:40;1;05.02.2016 06:49;05.02.2016 06:46;50;;0;J;150;;;;;;
4U;2052;HAJ;319;54;05.02.2016 06:45;1;05.02.2016 06:44;05.02.2016 06:36;43;;0;J;144;;;;;;
AF;1609;CDG;E90;79;05.02.2016 06:45;1;05.02.2016 06:57;05.02.2016 06:45;14;;0;J;100;;;;;;
AB;7223;AUH;32A;76;05.02.2016 06:50;0;05.02.2016 06:42;05.02.2016 06:47;15;32;1;J;146;05.02.2016 07:01;05.02.2016 07:10;14;23;9;
EW;4904;MXP;CR9;35;05.02.2016 06:50;1;05.02.2016 07:08;05.02.2016 06:55;17;;0;J;90;;;;;;
4U;2074;LEJ;319;64;05.02.2016 06:55;1;05.02.2016 06:55;05.02.2016 06:48;41;;0;J;144;;;;;;
4U;2160;BRU;319;56;05.02.2016 06:55;1;05.02.2016 07:03;05.02.2016 06:56;44;;0;J;150;;;;;;
4U;2758;VIE;319;75;05.02.2016 06:55;1;05.02.2016 07:09;05.02.2016 07:03;40;;0;J;144;;;;;;
4U;6900;CGN;319;;05.02.2016 07:00;1;;;CL;;0;P;0;;;;;;
FX;8011;FRA;AT7;0;05.02.2016 07:00;1;05.02.2016 07:01;05.02.2016 07:07;203;;1;P;0;;;;;;
TK;1710;IST;320;148;05.02.2016 07:00;0;05.02.2016 07:11;05.02.2016 07:03;9;;0;J;159;;;;;;
LH;127;FRA;733;132;05.02.2016 07:00;1;05.02.2016 07:05;05.02.2016 06:58;11;;0;J;139;;;;;;
4U;2462;LHR;319;78;05.02.2016 07:10;0;05.02.2016 07:16;05.02.2016 07:05;19;;0;J;144;;;;;;
AB;6532;TXL;320;98;05.02.2016 07:20;1;05.02.2016 07:26;05.02.2016 07:15;16;;0;J;180;;;;;;
AB;6651;HAM;73W;54;05.02.2016 07:45;1;05.02.2016 07:23;05.02.2016 07:26;13;30;1;J;144;05.02.2016 07:36;05.02.2016 07:36;10;10;0;
LX;1164;ZRH;AR1;23;05.02.2016 07:50;1;05.02.2016 07:49;05.02.2016 07:52;14;31;1;J;97;05.02.2016 08:00;05.02.2016 08:01;8;9;1;
OS;180;VIE;319;52;05.02.2016 07:50;1;05.02.2016 07:52;05.02.2016 07:45;46;;0;J;144;;;;;;
4U;8000;TXL;319;90;05.02.2016 07:55;1;05.02.2016 07:44;05.02.2016 07:48;10;11;1;J;144;05.02.2016 07:56;05.02.2016 07:58;8;9;1;
4U;7046;HAM;320;90;05.02.2016 07:55;1;05.02.2016 07:30;05.02.2016 07:34;12;10;1;J;174;05.02.2016 07:39;05.02.2016 07:39;5;5;0;
DE;1450;ACE;32B;210;05.02.2016 08:05;1;05.02.2016 08:19;05.02.2016 08:08;31;;0;J;220;;;;;;
LH;126;FRA;32A;85;05.02.2016 08:15;1;05.02.2016 08:10;05.02.2016 08:14;11;11;1;J;168;05.02.2016 08:22;05.02.2016 08:37;8;23;15;
LX;1165;ZRH;AR1;55;05.02.2016 08:20;1;05.02.2016 08:35;05.02.2016 08:23;14;;0;J;97;;;;;;
AB;6652;HAM;73W;142;05.02.2016 08:25;1;05.02.2016 08:36;05.02.2016 08:23;13;;0;J;144;;;;;;
4U;8001;TXL;319;105;05.02.2016 08:30;1;05.02.2016 08:38;05.02.2016 08:28;10;;0;J;144;;;;;;
4U;7047;HAM;320;114;05.02.2016 08:30;1;05.02.2016 08:29;05.02.2016 08:19;12;;0;J;174;;;;;;
JU;340;BEG;733;60;05.02.2016 08:35;0;05.02.2016 08:46;05.02.2016 08:54;16;32;1;J;144;05.02.2016 09:03;05.02.2016 09:05;10;12;2;
OS;177;VIE;E95;36;05.02.2016 08:35;1;05.02.2016 08:32;05.02.2016 08:37;51;30;1;J;120;05.02.2016 08:47;05.02.2016 08:48;11;12;1;
DL;116;ATL;76W;166;05.02.2016 08:35;0;05.02.2016 08:05;05.02.2016 08:10;9;10;1;J;210;05.02.2016 08:19;05.02.2016 08:40;9;30;21;Verzögerung beim Gepäcktransport, Verzögerung beim Gepäcktransport
X3;1476;HAJ AJR;73H;104;05.02.2016 08:45;1;05.02.2016 08:52;05.02.2016 08:39;32;;0;J;189;;;;;;
LH;131;FRA;32A;125;05.02.2016 08:50;1;05.02.2016 08:57;05.02.2016 08:49;11;;0;J;168;;;;;;
LH;2144;MUC;E95;75;05.02.2016 09:00;1;05.02.2016 08:50;05.02.2016 08:56;11;11;1;J;120;05.02.2016 09:08;05.02.2016 09:13;12;17;5;
4U;2031;BRE;319;86;05.02.2016 09:05;1;05.02.2016 08:53;05.02.2016 08:57;42;11;1;J;144;05.02.2016 09:08;05.02.2016 09:09;11;12;1;Verzögerung bei der Ausladung
4U;2053;HAJ;319;91;05.02.2016 09:15;1;05.02.2016 08:55;05.02.2016 08:59;40;11;1;J;144;05.02.2016 09:11;05.02.2016 09:11;12;12;0;
4U;2025;DRS;319;67;05.02.2016 09:15;1;05.02.2016 08:59;05.02.2016 09:02;43;10;1;J;150;05.02.2016 09:14;05.02.2016 09:15;12;13;1;Verzögerung bei der Ausladung
JU;341;BEG;733;85;05.02.2016 09:20;0;05.02.2016 09:48;05.02.2016 09:36;16;;0;J;144;;;;;;
4U;5202;AJR;320;55;05.02.2016 09:25;1;05.02.2016 09:29;05.02.2016 09:20;56;;0;C;174;;;;;;
AB;6834;DUS;DH4;71;05.02.2016 09:30;1;05.02.2016 09:15;05.02.2016 09:17;63D;31;1;J;76;05.02.2016 09:28;05.02.2016 09:30;11;12;1;
4U;2075;LEJ;319;41;05.02.2016 09:30;1;05.02.2016 09:13;05.02.2016 09:16;10;11;1;J;144;05.02.2016 09:23;05.02.2016 09:23;6;7;1;
AB;6535;TXL;73W;92;05.02.2016 09:35;1;05.02.2016 09:18;05.02.2016 09:21;13;30;1;J;144;05.02.2016 09:28;05.02.2016 09:29;7;8;1;
4U;2161;BRU;319;26;05.02.2016 09:40;1;05.02.2016 09:27;05.02.2016 09:30;46;20;1;J;150;05.02.2016 09:43;05.02.2016 09:44;13;14;1;Verzögerung beim Gepäcktransport, Verzögerung bei der Ausladung
LH;2145;MUC;E95;96;05.02.2016 09:40;1;05.02.2016 10:16;05.02.2016 10:05;11;;0;J;120;;;;;;
AB;7222;AUH;32A;130;05.02.2016 09:45;0;05.02.2016 09:57;05.02.2016 09:47;15;;0;J;146;;;;;;
4U;2976;ZAG;319;107;05.02.2016 09:45;0;05.02.2016 09:55;05.02.2016 09:46;42;;0;J;144;;;;;;
AB;6653;HAM;320;123;05.02.2016 09:45;1;05.02.2016 09:23;05.02.2016 09:26;31;30;1;J;180;05.02.2016 09:36;05.02.2016 09:37;10;11;1;
4U;2013;SXF;319;107;05.02.2016 09:45;1;05.02.2016 09:22;05.02.2016 09:24;41;11;1;J;144;05.02.2016 09:35;05.02.2016 09:36;11;11;0;
4U;2045;HAM;319;114;05.02.2016 09:45;1;05.02.2016 09:33;05.02.2016 09:37;53;10;1;J;144;05.02.2016 09:49;05.02.2016 09:51;12;14;2;
EZY;8523;LGW;320;58;05.02.2016 09:50;0;05.02.2016 09:25;05.02.2016 09:30;18;31;1;J;180;05.02.2016 09:40;05.02.2016 09:41;10;11;1;
4U;2604;LIS;319;150;05.02.2016 09:50;1;05.02.2016 10:04;05.02.2016 09:57;43;;0;J;150;;;;;;
AB;6837;DUS;DH4;55;05.02.2016 10:00;1;05.02.2016 09:58;05.02.2016 09:53;63D;;0;J;76;;;;;;
BE;7121;BHX;E75;47;05.02.2016 10:00;0;05.02.2016 09:52;05.02.2016 09:57;44;32;1;J;88;05.02.2016 10:06;05.02.2016 10:07;9;10;1;
AF;1408;CDG;E70;57;05.02.2016 10:05;1;05.02.2016 10:25;05.02.2016 10:31;14*;20;1;J;76;05.02.2016 10:46;05.02.2016 10:48;15;17;2;
BA;918;LHR;320;50;05.02.2016 10:05;0;05.02.2016 10:05;05.02.2016 10:11;16;32;1;J;168;05.02.2016 10:19;05.02.2016 10:21;8;10;2;
EW;4905;MXP;CR9;28;05.02.2016 10:10;1;05.02.2016 10:02;05.02.2016 10:07;62D;10;1;J;90;05.02.2016 10:16;05.02.2016 10:17;9;10;1;
4U;2780;BUD;319;117;05.02.2016 10:10;1;05.02.2016 10:19;05.02.2016 10:12;40;;0;J;144;;;;;;
4U;2759;VIE;319;85;05.02.2016 10:15;1;05.02.2016 09:59;05.02.2016 10:03;50;11;1;J;144;05.02.2016 10:12;05.02.2016 10:14;9;11;2;
DL;117;ATL;76W;199;05.02.2016 10:20;0;05.02.2016 10:27;05.02.2016 10:09;9;;0;J;210;;;;;;
LX;1176;ZRH;AR1;38;05.02.2016 10:20;1;05.02.2016 10:11;05.02.2016 10:14;42;30;1;J;97;05.02.2016 10:26;05.02.2016 10:28;12;14;2;
EZY;8524;LGW;320;146;05.02.2016 10:20;0;05.02.2016 10:29;05.02.2016 10:17;18;;0;J;180;;;;;;
TK;1701;IST;321;87;05.02.2016 10:25;0;05.02.2016 10:38;05.02.2016 10:43;28;10;1;J;180;05.02.2016 10:55;05.02.2016 11:09;13;26;13;
4U;8003;TXL;319;108;05.02.2016 10:25;1;05.02.2016 10:33;05.02.2016 10:23;10;;0;J;144;;;;;;
EZY;6915;EDI;319;112;05.02.2016 10:30;0;05.02.2016 10:01;05.02.2016 10:06;19;31;1;J;156;05.02.2016 10:17;05.02.2016 10:20;10;13;3;
0B;129;OTP;734;147;05.02.2016 10:30;0;05.02.2016 10:23;05.02.2016 10:32;43;40;1;J;168;05.02.2016 10:49;05.02.2016 10:54;17;23;6;Verzögerung bei der Ausladung
4U;2884;FCO;319;92;05.02.2016 10:30;1;05.02.2016 10:35;05.02.2016 10:27;41;;0;J;144;;;;;;
LH;128;FRA;319;86;05.02.2016 10:30;1;05.02.2016 10:36;05.02.2016 10:40;11;11;1;J;138;05.02.2016 10:54;05.02.2016 11:00;14;20;6;
OS;178;VIE;E95;94;05.02.2016 10:35;1;05.02.2016 10:41;05.02.2016 10:35;51;;0;J;120;;;;;;
EZY;7581;OPO;320;175;05.02.2016 10:40;1;05.02.2016 10:48;05.02.2016 10:54;17;31;1;J;180;05.02.2016 11:08;05.02.2016 11:13;15;20;5;Verzögerung bei der Ausladung, Mixed First + Eco-Bag
BE;7122;BHX;E75;56;05.02.2016 10:40;0;05.02.2016 10:50;05.02.2016 10:37;44;;0;J;88;;;;;;
BA;917;LHR;320;88;05.02.2016 10:45;0;05.02.2016 10:59;05.02.2016 10:44;16;;0;J;168;;;;;;
AB;6537;TXL;320;117;05.02.2016 10:50;1;05.02.2016 10:37;05.02.2016 10:41;12;11;1;J;180;05.02.2016 10:58;05.02.2016 11:00;17;18;1;
X3;2174;FUE;73H;183;05.02.2016 10:50;1;05.02.2016 11:04;05.02.2016 10:53;33;;0;J;189;;;;;;
AF;1409;CDG;E70;58;05.02.2016 10:50;1;05.02.2016 11:18;05.02.2016 11:07;14;;0;J;76;;;;;;
AB;6540;TXL;73W;132;05.02.2016 10:55;1;05.02.2016 11:10;05.02.2016 10:55;13;;0;J;144;;;;;;
SU;2336;SVO;73H;89;05.02.2016 10:55;0;05.02.2016 10:43;05.02.2016 10:49;15;32;1;J;158;05.02.2016 11:14;05.02.2016 11:17;26;28;2;Fracht vor Gepäck ausgeladen
LX;1177;ZRH;AR1;63;05.02.2016 11:00;1;05.02.2016 11:19;05.02.2016 11:12;42;;0;J;97;;;;;;
EZY;6916;EDI;319;126;05.02.2016 11:00;0;05.02.2016 11:06;05.02.2016 10:53;19;;0;J;156;;;;;;
0B;330;SBZ;734;121;05.02.2016 11:00;0;05.02.2016 11:16;05.02.2016 11:07;43;;0;J;168;;;;;;
LH;133;FRA;319;125;05.02.2016 11:05;1;05.02.2016 11:28;05.02.2016 11:18;11;;0;J;138;;;;;;
EZY;7582;OPO;320;176;05.02.2016 11:10;1;05.02.2016 11:40;05.02.2016 11:28;17;;0;J;180;;;;;;
PC;329;ESB;320;129;05.02.2016 11:15;0;05.02.2016 11:02;05.02.2016 11:06;18;30;1;J;180;05.02.2016 11:19;05.02.2016 11:38;13;31;18;
4U;2463;LHR;319;75;05.02.2016 11:20;0;05.02.2016 11:08;05.02.2016 11:13;40;32;1;J;144;05.02.2016 11:24;05.02.2016 11:25;11;12;1;
TK;1702;IST;321;179;05.02.2016 11:20;0;05.02.2016 12:01;05.02.2016 11:46;28;;0;J;180;;;;;;
KL;1869;AMS;E90;87;05.02.2016 11:25;1;05.02.2016 11:14;05.02.2016 11:17;14;31;1;J;100;05.02.2016 11:28;05.02.2016 11:36;11;18;7;
XG;4672;RKT;73H;158;05.02.2016 11:25;0;05.02.2016 10:57;05.02.2016 11:01;32;41;1;C;189;05.02.2016 11:16;05.02.2016 11:53;15;51;36;
TK;1743;SAW;73H;82;05.02.2016 11:35;0;05.02.2016 11:30;05.02.2016 11:37;9;10;1;J;165;05.02.2016 11:50;05.02.2016 11:54;13;17;4;
AB;7688;PMI;320;178;05.02.2016 11:40;1;05.02.2016 11:46;05.02.2016 11:36;12;;0;J;180;;;;;;
PC;327;ADB;73H;77;05.02.2016 11:55;0;05.02.2016 11:34;05.02.2016 11:39;24;32;1;J;189;05.02.2016 11:56;05.02.2016 12:01;18;22;4;
PC;330;ESB;320;152;05.02.2016 12:05;0;05.02.2016 12:22;05.02.2016 12:11;18;;0;J;180;;;;;;
SU;2337;SVO;73H;129;05.02.2016 12:05;0;05.02.2016 12:12;05.02.2016 12:01;15;;0;J;158;;;;;;
KL;1870;AMS;E90;97;05.02.2016 12:10;1;05.02.2016 12:20;05.02.2016 12:06;14;;0;J;100;;;;;;
DE;1458;TFS;320;172;05.02.2016 12:15;1;05.02.2016 12:29;05.02.2016 12:21;35;;0;J;180;;;;;;
4U;2460;LHR;319;85;05.02.2016 12:25;0;05.02.2016 12:39;05.02.2016 12:31;53;;0;J;144;;;;;;
LH;2146;MUC;E95;59;05.02.2016 12:25;1;05.02.2016 12:18;05.02.2016 12:24;43;11;1;J;120;05.02.2016 12:35;05.02.2016 12:37;10;13;3;
XQ;150;AYT;73H;108;05.02.2016 12:35;0;05.02.2016 12:16;05.02.2016 12:24;18;40;1;J;189;05.02.2016 12:37;05.02.2016 12:47;13;23;10;
TK;1744;SAW;73H;155;05.02.2016 12:35;0;05.02.2016 12:53;05.02.2016 12:37;9;;0;J;165;;;;;;
PC;328;ADB;73H;152;05.02.2016 12:45;0;05.02.2016 12:56;05.02.2016 12:42;24;;0;J;189;;;;;;
4U;2977;ZAG;319;66;05.02.2016 12:50;0;05.02.2016 12:33;05.02.2016 12:38;41;31;1;J;144;05.02.2016 12:51;05.02.2016 12:52;13;14;1;
LH;2147;MUC;E95;83;05.02.2016 13:00;1;05.02.2016 13:05;05.02.2016 12:58;43;;0;J;120;;;;;;
PC;321;SAW;73H;101;05.02.2016 13:05;0;05.02.2016 13:17;05.02.2016 13:23;15;32;1;J;189;05.02.2016 13:36;05.02.2016 13:40;13;17;4;
8Q;495;IST;320;61;05.02.2016 13:15;0;05.02.2016 13:04;05.02.2016 13:08;17;41;1;J;180;05.02.2016 13:16;05.02.2016 13:24;8;16;8;
LX;1168;ZRH;AR1;61;05.02.2016 13:20;1;05.02.2016 13:15;05.02.2016 13:19;13;30;1;J;97;05.02.2016 13:35;05.02.2016 13:36;16;17;1;
XQ;151;AYT;73H;188;05.02.2016 13:25;0;05.02.2016 13:34;05.02.2016 13:26;18;;0;J;189;;;;;;
4U;8002;TXL;319;115;05.02.2016 13:30;1;05.02.2016 13:12;05.02.2016 13:15;19;10;1;J;144;05.02.2016 13:29;05.02.2016 13:31;14;16;2;
4U;2781;BUD;319;90;05.02.2016 13:40;1;05.02.2016 13:23;05.02.2016 13:28;43;11;1;J;144;05.02.2016 13:38;05.02.2016 13:41;10;14;4;
TK;1703;IST;320;56;05.02.2016 13:45;0;05.02.2016 13:36;05.02.2016 13:40;9;10;1;J;159;05.02.2016 13:49;05.02.2016 15:33;8;113;105;
PC;322;SAW;73H;175;05.02.2016 13:45;0;05.02.2016 14:14;05.02.2016 14:03;15;;0;J;189;;;;;;
LH;130;FRA;733;86;05.02.2016 13:55;1;05.02.2016 13:54;05.02.2016 14:00;11;11;1;J;139;05.02.2016 15:33;05.02.2016 15:33;93;93;0;
8Q;496;IST;320;161;05.02.2016 13:55;0;05.02.2016 14:11;05.02.2016 13:57;17;;0;J;180;;;;;;
AB;6545;TXL;DH4;59;05.02.2016 14:10;1;05.02.2016 14:09;05.02.2016 14:13;44;31;1;J;76;05.02.2016 15:33;05.02.2016 15:33;81;81;0;
4U;2885;FCO;319;59;05.02.2016 14:20;1;05.02.2016 14:30;05.02.2016 14:33;51;11;1;J;144;05.02.2016 15:32;05.02.2016 15:33;60;60;0;
AF;1508;CDG;E70;66;05.02.2016 14:20;1;05.02.2016 14:17;05.02.2016 14:22;14*;20;1;J;76;05.02.2016 15:33;05.02.2016 15:33;71;71;0;
LH;135;FRA;733;113;05.02.2016 14:30;1;05.02.2016 14:48;05.02.2016 14:38;11;;0;J;139;;;;;;
4U;2754;VIE;319;115;05.02.2016 14:40;1;05.02.2016 14:51;05.02.2016 14:44;40;;0;J;144;;;;;;
VY;1866;BCN;32A;130;05.02.2016 14:40;1;05.02.2016 14:35;05.02.2016 14:40;10;11;1;J;180;05.02.2016 15:32;05.02.2016 15:32;53;53;0;
TK;1704;IST;320;153;05.02.2016 14:45;0;05.02.2016 15:29;05.02.2016 15:15;9;;0;J;159;;;;;;
4U;2004;TXL;319;125;05.02.2016 14:45;1;05.02.2016 14:56;05.02.2016 14:50;41;;0;J;144;;;;;;
VY;6696;FCO;32A;93;05.02.2016 14:55;1;05.02.2016 14:43;05.02.2016 14:47;11;10;1;J;180;05.02.2016 15:32;05.02.2016 15:32;46;46;0;
AB;6548;TXL;DH4;72;05.02.2016 14:55;1;05.02.2016 14:58;05.02.2016 14:53;44;;0;J;76;;;;;;
LX;1169;ZRH;AR1;66;05.02.2016 15:00;1;05.02.2016 15:07;05.02.2016 14:56;13;;0;J;97;;;;;;
AF;1509;CDG;E70;59;05.02.2016 15:00;1;05.02.2016 15:14;05.02.2016 15:01;14;;0;J;76;;;;;;
EW;4996;BRU;CR9;35;05.02.2016 15:15;1;05.02.2016 15:30;05.02.2016 15:24;62D;;0;J;90;;;;;;
AB;6612;HAJ;DH4;41;05.02.2016 15:15;1;05.02.2016 15:21;05.02.2016 15:17;61D;;0;J;76;;;;;;
VY;1867;BCN;32A;163;05.02.2016 15:20;1;05.02.2016 15:34;05.02.2016 15:19;10;;0;J;180;;;;;;
4U;2040;HAM;319;137;05.02.2016 15:20;1;05.02.2016 15:33;05.02.2016 15:27;46;;0;J;150;;;;;;
4U;2032;BRE;319;103;05.02.2016 15:25;1;05.02.2016 15:52;05.02.2016 15:40;19;;0;J;144;;;;;;
4U;2072;LEJ;319;79;05.02.2016 15:30;1;05.02.2016 15:32;05.02.2016 15:23;43;;0;J;144;;;;;;
VY;6697;FCO;32A;159;05.02.2016 15:35;1;05.02.2016 15:53;05.02.2016 15:39;11;;0;J;180;;;;;;
AB;6659;HAM;73W;96;05.02.2016 15:35;1;05.02.2016 15:25;05.02.2016 15:28;13;31;1;J;144;05.02.2016 15:37;05.02.2016 15:39;9;11;2;
4U;2180;AMS;319;141;05.02.2016 15:35;1;05.02.2016 15:50;05.02.2016 15:43;51;;0;J;144;;;;;;
0B;329;SBZ;734;129;05.02.2016 15:40;0;05.02.2016 15:40;05.02.2016 15:44;17;40;1;J;168;05.02.2016 15:54;05.02.2016 16:00;11;16;5;
4U;2000;TXL;319;95;05.02.2016 15:45;1;05.02.2016 15:45;05.02.2016 15:40;50;;0;J;144;;;;;;
4U;2050;HAJ;319;123;05.02.2016 16:05;1;05.02.2016 16:05;05.02.2016 15:58;45;;0;J;144;;;;;;
4U;2026;DRS;319;110;05.02.2016 16:05;1;05.02.2016 16:49;05.02.2016 16:43;41;;0;J;150;;;;;;
0B;130;OTP;734;149;05.02.2016 16:10;0;05.02.2016 16:35;05.02.2016 16:21;17;;0;J;168;;;;;;
LH;2148;MUC;320;105;05.02.2016 16:10;1;05.02.2016 16:03;05.02.2016 16:07;11;10;1;J;168;05.02.2016 16:15;05.02.2016 16:26;8;19;11;
4U;8004;TXL;319;100;05.02.2016 16:15;1;05.02.2016 15:55;05.02.2016 15:59;43;11;1;J;144;05.02.2016 16:08;05.02.2016 16:10;9;11;2;
4U;2605;LIS;319;85;05.02.2016 16:20;1;05.02.2016 16:08;05.02.2016 16:11;41;11;1;J;150;05.02.2016 16:21;05.02.2016 16:24;10;14;4;
AB;6660;HAM;73W;136;05.02.2016 16:25;1;05.02.2016 16:30;05.02.2016 16:20;13;;0;J;144;;;;;;
4U;2461;LHR;319;84;05.02.2016 16:30;0;05.02.2016 16:24;05.02.2016 16:28;44;32;1;J;144;05.02.2016 16:38;05.02.2016 16:40;10;12;2;
ST;2829;AJR;73W;70;05.02.2016 16:35;1;05.02.2016 16:42;05.02.2016 16:45;42;31;1;C;148;05.02.2016 17:01;05.02.2016 17:05;16;20;4;
AB;3397;PMI;320;75;05.02.2016 16:35;1;05.02.2016 16:47;05.02.2016 16:52;13;30;1;J;180;05.02.2016 17:04;05.02.2016 17:07;12;15;3;
4U;5203;AJR;320;159;05.02.2016 16:40;1;05.02.2016 16:40;05.02.2016 16:43;40;11;1;C;174;05.02.2016 16:59;05.02.2016 17:08;16;25;9;Verzögerung beim Gepäcktransport
OS;183;VIE;100;56;05.02.2016 16:40;1;05.02.2016 16:29;05.02.2016 16:34;14;31;1;J;100;05.02.2016 16:43;05.02.2016 16:45;9;11;2;
AB;6552;TXL;320;101;05.02.2016 16:45;1;05.02.2016 16:54;05.02.2016 16:45;31;;0;J;180;;;;;;
4U;7042;HAM;319;96;05.02.2016 16:45;1;05.02.2016 16:27;05.02.2016 16:30;12;10;1;J;150;05.02.2016 16:40;05.02.2016 16:42;10;12;2;
4U;8005;TXL;319;131;05.02.2016 16:50;1;05.02.2016 16:58;05.02.2016 16:56;43;;0;J;144;;;;;;
LH;2149;MUC;320;99;05.02.2016 16:50;1;05.02.2016 16:55;05.02.2016 16:45;11;;0;J;168;;;;;;
AB;6842;DUS;DH4;49;05.02.2016 16:55;1;05.02.2016 16:39;05.02.2016 16:41;45;32;1;J;76;05.02.2016 16:52;05.02.2016 16:53;10;11;1;Verzögerung bei der Ausladung
4U;2464;LHR;319;102;05.02.2016 17:05;0;05.02.2016 17:19;05.02.2016 17:11;44;;0;J;144;;;;;;
4U;2520;BCN;320;105;05.02.2016 17:10;1;05.02.2016 17:50;05.02.2016 17:39;40;;0;J;174;;;;;;
SK;1655;CPH;CR9;67;05.02.2016 17:15;1;05.02.2016 17:08;05.02.2016 17:09;17;30;1;J;88;05.02.2016 17:19;05.02.2016 17:24;10;15;5;Mixed First + Eco-Bag
4U;7043;HAM;319;132;05.02.2016 17:20;1;05.02.2016 17:27;05.02.2016 17:17;12;;0;J;150;;;;;;
ST;289;DUS;73W;0;05.02.2016 17:20;1;05.02.2016 17:22;05.02.2016 17:13;42;;0;P;0;;;;;;
AB;3396;PMI;320;171;05.02.2016 17:20;1;05.02.2016 17:47;05.02.2016 17:35;13;;0;J;180;;;;;;
AB;6845;DUS;DH4;73;05.02.2016 17:35;1;05.02.2016 17:39;05.02.2016 17:33;45;;0;J;76;;;;;;
EZY;2571;MXP;319;130;05.02.2016 17:40;1;05.02.2016 17:28;05.02.2016 17:33;19;32;1;J;156;05.02.2016 17:43;05.02.2016 17:45;10;12;2;
LH;132;FRA;32A;105;05.02.2016 17:40;1;05.02.2016 17:38;05.02.2016 17:42;11;11;1;J;168;05.02.2016 17:55;05.02.2016 18:00;13;18;5;
KL;1875;AMS;E90;76;05.02.2016 17:45;1;05.02.2016 17:30;05.02.2016 17:33;18;31;1;J;100;05.02.2016 17:49;05.02.2016 17:51;15;18;3;Verzögerung bei der Ausladung
SK;1656;CPH;CR9;80;05.02.2016 17:45;1;05.02.2016 17:54;05.02.2016 17:43;17;;0;J;88;;;;;;
4U;2005;TXL;319;80;05.02.2016 17:50;1;05.02.2016 17:32;05.02.2016 17:36;12;10;1;J;144;05.02.2016 17:41;05.02.2016 17:43;6;7;1;
OS;184;VIE;100;63;05.02.2016 17:50;1;05.02.2016 18:00;05.02.2016 17:45;14;;0;J;100;;;;;;
4U;2755;VIE;319;93;05.02.2016 17:50;1;05.02.2016 17:33;05.02.2016 17:37;50;31;1;J;144;05.02.2016 17:47;05.02.2016 17:49;10;13;3;
TK;1705;IST;32B;83;05.02.2016 17:55;0;05.02.2016 17:49;05.02.2016 17:57;9;10;1;J;180;05.02.2016 18:16;05.02.2016 18:32;20;35;15;tech. Probleme LFZ
